index,row,col
3381,"[[5], [1, 1, 1], [3], [2, 1], [1, 1, 1]]","[[2, 2], [1, 1], [3, 1], [1, 2], [3, 1]]"
3382,"[[3], [1, 1, 1], [1, 1], [1], [2]]","[[2], [1], [3], [1], [4]]"
3383,"[[1, 1], [1, 1], [1, 1], [2, 1], [3, 1]]","[[1, 1, 1], [1, 2], [2], [2], [1, 2]]"
3384,"[[3], [1, 2], [5], [4], [1]]","[[1, 1], [4], [1, 3], [3], [3]]"
3385,"[[2, 2], [1, 1], [3], [0], [3]]","[[2], [1], [1, 1], [3, 1], [1, 1, 1]]"
3386,"[[3], [1, 2], [1, 1], [0], [1, 3]]","[[1, 1], [1, 1], [2, 1], [2, 1], [1, 1]]"
3387,"[[2, 1], [1, 2], [1], [3, 1], [1, 2]]","[[2, 2], [1, 1], [1], [1, 1], [5]]"
3388,"[[2, 1], [1, 1], [1, 1], [2, 1], [1, 1]]","[[3], [1, 1], [3, 1], [0], [1, 2]]"
3389,"[[2, 1], [1, 2], [1, 1], [1, 1], [3]]","[[1], [1, 2], [1, 1], [2, 1], [2, 2]]"
3390,"[[2], [1, 1], [1, 1], [5], [2]]","[[1, 1], [1, 3], [2, 2], [1], [2]]"
3391,"[[2], [2, 1], [1, 1], [2], [3]]","[[2, 1], [1, 2], [1, 2], [1], [2]]"
3392,"[[1], [3], [5], [2], [1, 2]]","[[2, 1], [2], [2, 1], [3], [1, 2]]"
3393,"[[2], [1, 1], [1, 1], [4], [1]]","[[2, 1], [1, 3], [1, 1], [2], [0]]"
3394,"[[2, 1], [1, 2], [2, 1], [4], [3]]","[[2, 1], [1, 3], [1, 2], [1, 1], [4]]"
3395,"[[4], [2], [2], [2, 2], [2, 1]]","[[1, 2], [2, 2], [3], [1, 3], [1]]"
3396,"[[2], [1, 1, 1], [1], [4], [1, 1, 1]]","[[1, 2], [1, 2], [2, 2], [1], [1, 1]]"
3397,"[[1, 1], [3], [1, 3], [4], [4]]","[[1, 3], [1, 2], [4], [5], [1]]"
3398,"[[2], [2, 1], [1, 1], [2, 1], [1, 2]]","[[1, 2], [3], [0], [1, 2], [3, 1]]"
3399,"[[1, 1], [1, 2], [4], [2, 1], [1]]","[[2, 2], [2], [2], [3], [2]]"
3400,"[[2], [3, 1], [0], [5], [3]]","[[2, 1], [2, 2], [1, 2], [2], [1, 1]]"
3401,"[[1, 1], [4], [1, 3], [2], [1, 1]]","[[4], [2, 1], [2], [2], [1, 1, 1]]"
3402,"[[0], [2, 1], [1], [1, 1], [2, 1]]","[[4], [1, 1], [0], [0], [1, 2]]"
3403,"[[2], [1, 2], [2, 2], [3], [2]]","[[4], [3], [1, 1], [3], [1, 1]]"
3404,"[[1, 1], [1, 1], [2, 1], [3], [3]]","[[2], [1], [3], [2], [5]]"
3405,"[[1], [1], [2, 1], [2], [1, 1]]","[[3], [3], [1, 1], [0], [1]]"
3406,"[[0], [2], [1, 1], [1, 1], [2, 2]]","[[1], [2], [2], [1, 1], [3]]"
3407,"[[1, 1], [1], [4], [1], [2, 1]]","[[1, 1], [1, 1], [1], [1, 2], [2, 1]]"
3408,"[[2, 1], [3], [2], [1, 1], [1, 1, 1]]","[[1, 2], [2], [1, 1], [3], [3]]"
3409,"[[1], [1, 2], [2, 2], [2], [2]]","[[1], [4], [2], [2, 1], [2]]"
3410,"[[2, 1], [3], [1], [1, 1, 1], [3]]","[[1, 1], [2, 1], [1, 2], [3, 1], [1]]"
3411,"[[1, 1], [1, 2], [4], [2], [1, 1]]","[[1, 1], [1, 2], [4], [3], [1]]"
3412,"[[1], [2], [1], [2, 1], [2, 2]]","[[1, 2], [1, 2], [0], [1, 1], [3]]"
3413,"[[1, 2], [2], [1, 2], [1], [1, 1]]","[[1], [2, 1], [2], [1, 1, 1], [2]]"
3414,"[[1, 2], [3], [1, 3], [3], [2, 2]]","[[1, 1, 1], [2], [4], [5], [2, 1]]"
3415,"[[1, 1, 1], [1, 1], [2, 1], [2], [1]]","[[3], [2], [2, 2], [1], [1]]"
3416,"[[2, 1], [2, 2], [1, 1], [2], [1]]","[[2, 1], [5], [0], [3], [1]]"
3417,"[[1, 1, 1], [0], [3], [3, 1], [2, 1]]","[[1, 2], [3], [1, 2], [1, 1], [1, 1]]"
3418,"[[1], [4], [4], [5], [4]]","[[2, 2], [4], [4], [4], [2]]"
3419,"[[1, 1], [3, 1], [1], [4], [2, 1]]","[[2], [1, 2], [1, 2], [1], [5]]"
3420,"[[1], [2, 1], [1, 1], [4], [3]]","[[2], [1, 2], [5], [1], [2]]"
3421,"[[2], [1], [4], [2], [2, 2]]","[[1, 1], [1, 1], [3], [1, 3], [2]]"
3422,"[[2, 2], [1, 1], [2], [1, 1], [3]]","[[2, 1], [1, 1], [1, 1], [2, 1], [1, 2]]"
3423,"[[1, 1], [2, 2], [2], [2, 1], [2]]","[[2], [3], [2], [1, 1], [2, 2]]"
3424,"[[1, 1, 1], [0], [1], [1, 2], [2]]","[[1, 1], [1], [1, 1, 1], [1], [1, 1]]"
3425,"[[1, 1], [2, 1], [1, 2], [1, 1], [0]]","[[3], [1, 1], [1], [1, 2], [1]]"
3426,"[[2], [1, 3], [1], [3], [1]]","[[1], [0], [1, 1], [2, 2], [4]]"
3427,"[[5], [2], [2], [3, 1], [1, 3]]","[[1, 2], [2, 1], [2, 2], [1, 1, 1], [1, 3]]"
3428,"[[1, 1], [1, 1], [1, 3], [1, 3], [5]]","[[1, 3], [1, 1], [3], [3], [5]]"
3429,"[[1, 2], [2, 1], [3], [2], [3]]","[[2, 1], [2, 1], [1, 1], [4], [1, 1]]"
3430,"[[1, 1], [2, 1], [2], [1, 3], [1, 2]]","[[2, 1], [1, 1], [1, 2], [4], [2]]"
3431,"[[1], [3], [4], [1, 1], [3]]","[[3], [2, 1], [2, 1], [1, 1, 1], [1]]"
3432,"[[3, 1], [4], [1, 1], [3], [0]]","[[1], [2, 1], [4], [1, 1], [3]]"
3433,"[[1, 1], [1], [1, 2], [2], [2]]","[[3], [1], [1], [1, 2], [2]]"
3434,"[[1, 1], [4], [1, 1], [2, 1], [5]]","[[5], [1, 2], [3, 1], [1, 1], [2]]"
3435,"[[2, 1], [1, 2], [1], [2, 2], [3]]","[[2, 1], [1, 1], [1], [1, 2], [5]]"
3436,"[[1, 2], [3], [1], [4], [1, 1]]","[[2, 1], [2, 1], [1, 2], [1, 1], [1, 1]]"
3437,"[[1, 2], [1, 1, 1], [1, 2], [1, 1], [3]]","[[3], [2], [2, 1], [1, 1, 1], [2, 1]]"
3438,"[[5], [4], [3], [1, 3], [1]]","[[1, 2], [3], [4], [2, 2], [2, 1]]"
3439,"[[2, 2], [1, 2], [3, 1], [1], [3]]","[[3, 1], [1, 1, 1], [1, 1], [2], [4]]"
3440,"[[1, 1], [3], [2, 1], [2], [2]]","[[1], [2, 1], [5], [1, 1], [1]]"
3441,"[[2, 1], [2, 1], [2, 2], [1, 1], [1, 3]]","[[3, 1], [4], [1], [1, 1], [5]]"
3442,"[[2], [1, 2], [3], [1, 1], [0]]","[[2], [3], [1, 2], [1], [1]]"
3443,"[[1, 1], [1], [2], [3, 1], [3, 1]]","[[1, 2], [2], [2], [2], [1, 3]]"
3444,"[[4], [1, 2], [2, 1], [2, 1], [3]]","[[3], [1, 3], [1, 1], [5], [2]]"
3445,"[[1, 1], [4], [1, 3], [1], [1, 2]]","[[2], [1, 2], [3], [2, 1], [1, 1, 1]]"
3446,"[[1], [1], [2, 2], [1, 2], [1, 1]]","[[3], [2], [0], [1, 2], [3]]"
3447,"[[1, 1], [1, 3], [2], [1, 1], [2]]","[[2], [1, 1], [4], [2], [1, 1]]"
3448,"[[5], [1, 1], [1, 2], [1], [1, 2]]","[[1], [1, 3], [2], [1, 1, 1], [3, 1]]"
3449,"[[3], [1, 1], [1, 3], [2], [2]]","[[2], [1, 1], [5], [1, 1, 1], [1]]"
3450,"[[1, 1], [2], [1, 2], [1, 1], [1, 1]]","[[3], [2], [3], [1, 1, 1], [0]]"
3451,"[[1, 1], [2], [1, 1, 1], [3, 1], [1]]","[[2], [1, 1], [2], [1, 1], [4]]"
3452,"[[0], [1], [0], [0], [1, 3]]","[[1, 1], [0], [1], [1], [1]]"
3453,"[[1], [1], [1, 1], [3], [2, 1]]","[[2, 1], [2], [2], [1, 2], [0]]"
3454,"[[2, 1], [2, 2], [0], [5], [3, 1]]","[[2, 2], [2, 2], [2], [2, 1], [1, 2]]"
3455,"[[1, 1, 1], [1, 3], [2], [2, 2], [2, 1]]","[[2, 1], [2], [3, 1], [3], [2, 2]]"
3456,"[[2], [2, 1], [5], [1], [1]]","[[1], [4], [3], [1], [2, 1]]"
3457,"[[3], [1, 2], [1, 1], [2, 1], [1, 1]]","[[2, 2], [1, 1], [3, 1], [1], [2]]"
3458,"[[1, 1], [4], [0], [2, 2], [2, 1]]","[[1, 2], [2, 2], [1], [1, 1], [1, 2]]"
3459,"[[1, 2], [4], [1, 1], [1, 1], [2, 2]]","[[1, 3], [1, 1], [3], [2, 1], [2, 1]]"
3460,"[[1, 1], [4], [1, 2], [1, 3], [1, 3]]","[[1, 3], [1], [4], [5], [1, 2]]"
3461,"[[1, 3], [1], [3, 1], [1, 1], [1, 1]]","[[1, 2], [1, 1], [1, 1], [2, 1], [1, 1, 1]]"
3462,"[[3], [3, 1], [5], [2, 1], [1, 1, 1]]","[[5], [4], [3, 1], [2], [2, 1]]"
3463,"[[1, 2], [2, 2], [2], [3], [1, 2]]","[[2, 1], [4], [2], [2, 1], [2, 1]]"
3464,"[[2, 2], [1, 1], [4], [1, 3], [4]]","[[1, 1], [3, 1], [3], [1, 3], [5]]"
3465,"[[1, 1], [2], [5], [2, 1], [3]]","[[2], [5], [2, 1], [1, 1, 1], [2]]"
3466,"[[1], [1, 1], [1, 2], [0], [5]]","[[2, 1], [1, 1], [2, 1], [1, 1], [1]]"
3467,"[[3], [2], [1, 2], [1, 1], [1, 1]]","[[1, 1], [1], [1, 3], [3], [1, 1]]"
3468,"[[3], [1, 3], [4], [3], [1, 2]]","[[1, 1], [2], [4], [5], [3, 1]]"
3469,"[[2, 1], [2], [1, 2], [1, 1], [1, 1]]","[[1, 1], [2, 2], [2], [1, 3], [0]]"
3470,"[[2], [1, 1], [2, 1], [2], [2, 2]]","[[1, 2], [1, 3], [2], [1], [2, 1]]"
3471,"[[2], [2, 2], [2], [3], [0]]","[[2], [2], [1], [2, 1], [2, 1]]"
3472,"[[1, 2], [1, 2], [2, 1], [1, 1, 1], [1]]","[[4], [1], [2, 1], [3], [2]]"
3473,"[[2, 2], [1], [2], [0], [1]]","[[1], [1, 1], [2, 1], [1], [1]]"
3474,"[[2], [1, 1, 1], [5], [2, 1], [2, 1]]","[[4], [3], [2], [1, 2], [3, 1]]"
3475,"[[4], [2], [2], [4], [4]]","[[1, 2], [1, 3], [1, 2], [2, 2], [1, 1]]"
3476,"[[1, 1], [3], [3], [1, 1], [2, 1]]","[[2], [3, 1], [4], [1], [1, 1]]"
3477,"[[2], [1, 1, 1], [1, 2], [1], [2]]","[[3, 1], [1, 1], [2], [1], [1, 1]]"
3478,"[[2], [1], [5], [1, 2], [2]]","[[2], [1, 1], [5], [1, 2], [1]]"
3479,"[[2, 1], [3, 1], [1], [1, 1], [1, 1]]","[[1, 2], [2], [3], [0], [2, 2]]"
3480,"[[1], [1, 1], [1, 1], [3, 1], [1, 1]]","[[1, 2], [1, 2], [2], [0], [3]]"
3481,"[[1], [3], [2], [2], [1, 2]]","[[1, 1], [1], [4], [2, 1], [1]]"
3482,"[[2], [1], [0], [1, 2], [2]]","[[2], [2, 1], [1, 1], [1], [0]]"
3483,"[[2, 2], [4], [4], [2, 1], [3]]","[[1, 2], [5], [2, 1], [5], [2]]"
3484,"[[1], [1], [1], [4], [2, 2]]","[[1, 1], [2], [3], [2], [2]]"
3485,"[[1, 1], [3], [1, 1], [3, 1], [2, 1]]","[[1, 2], [5], [1, 1], [1, 1], [1, 1]]"
3486,"[[5], [1, 1], [1], [2], [1, 1]]","[[4], [1, 2], [2], [1, 1], [1]]"
3487,"[[2, 1], [4], [1], [2], [1]]","[[1], [2, 2], [4], [1], [1]]"
3488,"[[0], [1, 2], [1, 1], [2, 1], [1, 1, 1]]","[[3], [1, 1], [1], [1], [4]]"
3489,"[[1], [1, 1], [2], [4], [1, 3]]","[[2], [1, 1], [2], [1, 3], [2, 1]]"
3490,"[[1, 2], [2, 2], [1], [3], [2, 1]]","[[4], [1, 2], [2], [2], [2, 1]]"
3491,"[[1, 2], [1], [1], [2, 2], [1]]","[[1], [1, 2], [0], [4], [1, 1]]"
3492,"[[2, 2], [1, 1, 1], [1, 2], [2], [1, 1, 1]]","[[3, 1], [1], [1, 1], [1, 2], [5]]"
3493,"[[1, 2], [4], [1, 2], [4], [1]]","[[3, 1], [1, 1], [2, 1], [4], [2]]"
3494,"[[4], [1], [1, 1], [2, 1], [2]]","[[1, 1], [1, 2], [2, 1], [1, 1, 1], [1]]"
3495,"[[2, 1], [3, 1], [1], [3], [2, 1]]","[[2, 2], [2, 2], [3], [1], [1, 1]]"
3496,"[[2, 1], [3], [2], [5], [3]]","[[4], [4], [1, 2], [1, 2], [2]]"
3497,"[[2, 2], [3], [2, 1], [1, 1, 1], [1]]","[[1, 2], [1, 1], [1, 1], [2, 1], [4]]"
3498,"[[2, 2], [1, 2], [4], [3], [2, 2]]","[[2, 1], [1, 3], [3], [5], [1, 1, 1]]"
3499,"[[1, 2], [1, 2], [2, 2], [1], [2, 1]]","[[3, 1], [3], [0], [3, 1], [3]]"
3500,"[[2, 1], [2, 1], [1], [1], [4]]","[[2, 2], [2, 1], [1], [1, 1], [1, 1]]"
3501,"[[2, 1], [1], [2, 2], [4], [2, 1]]","[[1, 1, 1], [1, 3], [1], [4], [1, 2]]"
3502,"[[1, 1, 1], [1, 2], [1, 1, 1], [3], [0]]","[[4], [1], [4], [1], [1, 1]]"
3503,"[[1, 2], [1, 2], [2, 1], [3], [1, 2]]","[[4], [3], [1, 1], [2, 1], [2, 1]]"
3504,"[[0], [1], [2, 2], [1], [3]]","[[1], [3], [1], [1, 1], [2]]"
3505,"[[2, 2], [5], [2, 2], [2, 1], [1]]","[[3], [4], [1, 2], [3], [4]]"
3506,"[[2], [1, 2], [3], [3, 1], [1, 1]]","[[1, 1], [5], [2], [2, 1], [1, 1]]"
3507,"[[1], [1, 1], [1, 2], [5], [1, 2]]","[[2], [3], [1, 1], [4], [3]]"
3508,"[[1], [1, 1], [1, 1], [2, 1], [3, 1]]","[[2], [4], [1], [2], [2, 1]]"
3509,"[[1, 3], [1, 1], [2], [4], [2, 1]]","[[1, 3], [4], [1, 1], [2, 2], [1]]"
3510,"[[0], [5], [2, 1], [1, 2], [5]]","[[4], [2, 1], [1, 2], [1, 2], [2, 1]]"
3511,"[[1], [1, 1], [1, 1], [1, 1], [1, 2]]","[[1], [1], [3], [1], [3, 1]]"
3512,"[[3], [2], [1], [1, 1], [3, 1]]","[[1, 1], [1, 3], [2, 1], [1, 1], [1]]"
3513,"[[1, 3], [3], [2, 1], [1], [2, 1]]","[[1, 3], [2, 1], [2], [3], [1, 1]]"
3514,"[[2], [3], [4], [1], [1, 2]]","[[4], [2], [2], [1, 1, 1], [1, 1]]"
3515,"[[3, 1], [5], [4], [1, 1], [1, 2]]","[[5], [3], [4], [2, 1], [2, 1]]"
3516,"[[1], [1], [2, 1], [3], [3]]","[[1, 2], [2], [1, 2], [1, 1], [1]]"
3517,"[[1, 2], [2, 1], [2], [2], [1, 1]]","[[3], [2, 1], [1], [1, 1], [1, 2]]"
3518,"[[4], [1, 3], [1, 1], [1, 3], [1, 1]]","[[4], [1], [2, 2], [4], [2, 1]]"
3519,"[[3], [3], [1, 2], [1, 3], [2, 1]]","[[2], [3, 1], [2, 1], [5], [2]]"
3520,"[[3], [1, 1, 1], [2, 1], [1], [1, 1]]","[[3], [1, 3], [2], [1], [1, 1]]"
3521,"[[3], [2, 1], [3], [1, 1], [2, 1]]","[[2, 2], [3, 1], [1, 2], [2], [1]]"
3522,"[[0], [1, 1], [1], [1], [3]]","[[1], [1, 1], [2], [2], [0]]"
3523,"[[1, 1, 1], [1, 1, 1], [3], [3, 1], [5]]","[[5], [3], [5], [1], [2, 2]]"
3524,"[[0], [1, 1], [3], [2, 2], [2, 1]]","[[1], [1, 2], [1, 1], [3], [3]]"
3525,"[[3], [1], [2, 2], [1], [1, 1]]","[[2, 1], [2], [1, 1], [1, 1], [1, 1]]"
3526,"[[2, 1], [4], [1, 2], [2, 2], [3, 1]]","[[3], [2, 2], [3, 1], [3], [2, 2]]"
3527,"[[2], [4], [3], [2], [2]]","[[2], [1, 2], [2], [3], [3]]"
3528,"[[1, 1, 1], [1], [1, 1], [3], [0]]","[[1, 1], [1], [1, 1], [1, 1], [1, 1]]"
3529,"[[2], [2], [1, 1], [1, 3], [1, 1, 1]]","[[4], [1], [1, 3], [1, 1], [2]]"
3530,"[[2], [1, 1], [1], [3, 1], [1, 1]]","[[1, 1], [2], [1, 1], [1], [1, 3]]"
3531,"[[1], [2, 2], [1, 1, 1], [1, 1], [5]]","[[3, 1], [1, 2], [1, 1], [1, 1], [4]]"
3532,"[[2, 1], [1, 1], [2], [1, 1, 1], [1, 1]]","[[2, 2], [1], [4], [1, 1], [1]]"
3533,"[[1, 2], [2, 2], [1, 1], [2, 1], [4]]","[[1, 1], [5], [1], [5], [2, 1]]"
3534,"[[1, 2], [1, 1], [2], [1, 2], [2, 1]]","[[2, 2], [1, 1], [1, 1], [2, 1], [2]]"
3535,"[[2, 1], [1, 1], [2, 2], [2], [2, 1]]","[[1, 1], [3, 1], [1, 1], [2], [3, 1]]"
3536,"[[1, 1], [1, 1], [1, 2], [1], [2]]","[[1, 1], [1], [1, 1], [1], [4]]"
3537,"[[3], [4], [1, 2], [2], [5]]","[[1, 1], [4], [2, 2], [3, 1], [1, 1, 1]]"
3538,"[[2], [1], [1, 3], [3], [5]]","[[1, 1], [2], [3], [5], [1, 1, 1]]"
3539,"[[1, 1], [2], [2], [1], [1]]","[[1, 2], [1], [1, 1], [2], [0]]"
3540,"[[1, 3], [1, 3], [3], [1, 1], [1, 2]]","[[5], [1], [3, 1], [2, 1], [2, 1]]"
3541,"[[1], [1, 2], [2], [4], [2, 1]]","[[1, 1], [2], [5], [3], [1]]"
3542,"[[1], [5], [1, 2], [1, 2], [1, 3]]","[[1, 2], [2], [2, 2], [4], [2, 1]]"
3543,"[[1, 2], [3], [1, 3], [2], [3]]","[[1, 1, 1], [1, 2], [5], [3], [1]]"
3544,"[[2], [1, 1], [3, 1], [4], [1, 1]]","[[4], [1, 2], [1, 2], [1], [2, 1]]"
3545,"[[2], [4], [1, 3], [5], [1, 1]]","[[2], [1, 2], [4], [5], [3]]"
3546,"[[1], [1, 2], [2, 1], [1, 3], [2]]","[[1, 1], [1], [4], [2, 2], [2]]"
3547,"[[1, 2], [2], [1, 3], [2], [2, 1]]","[[1, 3], [2], [1, 1], [3, 1], [2]]"
3548,"[[2], [1, 1], [4], [1, 3], [1, 1]]","[[1, 1], [1], [4], [1, 2], [1, 3]]"
3549,"[[1, 2], [1, 3], [3], [1, 1], [1]]","[[1, 1], [1], [2], [3], [5]]"
3550,"[[3, 1], [2, 1], [3], [4], [2, 1]]","[[1, 1], [2, 2], [4], [2], [5]]"
3551,"[[4], [1], [2, 2], [1, 1], [3]]","[[3], [1, 2], [1, 1], [1, 1, 1], [3]]"
3552,"[[2, 2], [3], [1, 1], [1, 2], [4]]","[[1, 2], [1, 1], [4], [2, 2], [3]]"
3553,"[[2], [1, 2], [1, 2], [3], [3]]","[[1], [3], [2, 2], [5], [1]]"
3554,"[[1, 3], [0], [4], [2, 2], [1, 2]]","[[1, 3], [2], [1, 1], [1, 3], [1, 2]]"
3555,"[[2], [0], [4], [3, 1], [1, 3]]","[[2], [1, 2], [1, 3], [1, 1], [3]]"
3556,"[[2], [2, 2], [2], [2, 1], [1, 1]]","[[1, 1], [3], [3], [2], [2, 1]]"
3557,"[[4], [1, 1], [1], [1], [2, 1]]","[[1, 2], [1, 1, 1], [1], [2, 1], [1]]"
3558,"[[3], [3, 1], [2, 1], [2], [3]]","[[3], [3, 1], [2, 2], [3], [1]]"
3559,"[[4], [2, 1], [1, 1], [2], [2, 1]]","[[2], [2, 2], [1, 2], [1, 1], [2, 1]]"
3560,"[[0], [4], [1, 1], [1, 1], [2]]","[[4], [1, 1], [1, 1], [2], [0]]"
3561,"[[1, 3], [1], [1, 2], [2], [2, 2]]","[[1, 1, 1], [2], [1, 1], [3, 1], [1, 1, 1]]"
3562,"[[2], [2, 2], [1, 3], [1], [2, 1]]","[[2, 1], [1, 1], [1, 1], [4], [2, 1]]"
3563,"[[4], [1], [1, 1], [4], [3]]","[[1, 1], [1, 2], [1, 2], [1, 2], [1, 1, 1]]"
3564,"[[2], [0], [3], [3], [4]]","[[2], [3], [3], [1, 1], [1, 1]]"
3565,"[[3], [1, 1], [2, 1], [2, 1], [0]]","[[1, 1], [4], [1, 1], [2], [1]]"
3566,"[[1, 2], [1, 1], [2, 1], [4], [1, 1]]","[[2], [5], [1], [4], [1, 1]]"
3567,"[[1, 2], [2], [1, 1, 1], [0], [1, 2]]","[[1], [1, 1], [2], [2, 1], [1, 1, 1]]"
3568,"[[5], [2], [1, 1], [1], [1, 1]]","[[1, 1], [2], [2, 1], [1, 1], [1, 1, 1]]"
3569,"[[1], [1, 1, 1], [1, 2], [0], [1]]","[[3], [1], [2], [1], [1]]"
3570,"[[4], [2, 1], [1, 1], [2, 1], [1, 1]]","[[2], [2, 1], [2, 1], [1, 1], [3, 1]]"
3571,"[[3], [1, 3], [0], [2], [1, 1]]","[[2, 1], [1], [2, 2], [1, 1], [1]]"
3572,"[[2, 1], [1, 1], [5], [1, 1, 1], [4]]","[[5], [1, 1, 1], [3], [2, 1], [1, 2]]"
3573,"[[1, 1], [1, 2], [2], [1, 1], [2]]","[[2, 2], [1, 1], [2], [1], [1, 1]]"
3574,"[[1, 1], [3], [1, 1], [2], [2]]","[[1, 3], [2], [1], [1], [3]]"
3575,"[[1], [1], [1, 2], [2], [4]]","[[2], [1, 2], [1, 1], [2, 1], [1]]"
3576,"[[1, 2], [1, 1], [5], [0], [5]]","[[2, 1], [1, 1, 1], [2, 1], [1, 1, 1], [1, 1, 1]]"
3577,"[[1, 1], [1, 1], [2], [3], [3]]","[[1], [4], [3], [2, 1], [1]]"
3578,"[[1], [1, 1], [1, 1], [1], [3]]","[[1, 3], [1, 1], [1], [0], [2]]"
3579,"[[2], [1, 2], [1, 1], [2], [1, 2]]","[[2], [1, 1, 1], [1, 1], [4], [1]]"
3580,"[[2, 2], [1, 2], [3], [1, 1], [3, 1]]","[[2, 2], [1, 1], [4], [3], [1, 1, 1]]"
3581,"[[1], [0], [1, 2], [2], [2, 1]]","[[1, 1], [1, 2], [1], [1, 1], [1]]"
3582,"[[3], [1, 1], [3, 1], [2], [2, 1]]","[[2], [1, 3], [1, 3], [2], [1, 1]]"
3583,"[[2], [3], [1, 3], [1, 1], [1]]","[[1], [1, 1], [3], [4], [2]]"
3584,"[[1, 2], [1, 2], [3], [0], [1]]","[[2], [1, 1], [1, 1], [2], [2]]"
3585,"[[1, 1, 1], [0], [1, 2], [2], [0]]","[[1, 1], [1], [1, 1], [1], [1, 1]]"
3586,"[[1, 2], [5], [2, 1], [4], [2]]","[[3], [3], [2, 1], [2, 2], [4]]"
3587,"[[5], [2], [1, 1], [1, 2], [1, 1]]","[[1, 3], [2], [5], [1, 1], [1]]"
3588,"[[2], [3], [2], [3, 1], [4]]","[[3], [5], [2, 2], [1, 1], [1]]"
3589,"[[2], [1, 1], [1, 1], [1], [3, 1]]","[[1], [3, 1], [1, 1], [2], [1, 1]]"
3590,"[[1, 1, 1], [2, 1], [1], [5], [1]]","[[1, 1], [1, 2], [2, 1], [2], [2, 1]]"
3591,"[[0], [1, 1], [2, 1], [1, 2], [5]]","[[4], [1, 1], [2], [3], [1, 1]]"
3592,"[[5], [1], [2, 2], [4], [3]]","[[1, 3], [5], [1, 2], [1, 2], [1, 1]]"
3593,"[[2, 2], [2, 2], [2, 1], [4], [2, 1]]","[[5], [5], [1], [2, 1], [3, 1]]"
3594,"[[2], [1, 1], [1], [2], [4]]","[[2, 2], [1, 3], [1], [1, 1], [0]]"
3595,"[[1], [3], [3, 1], [1, 3], [2, 1]]","[[3], [2, 1], [4], [1], [1, 3]]"
3596,"[[2, 1], [1, 1], [1], [1, 2], [2, 2]]","[[1, 2], [3, 1], [0], [2], [2, 2]]"
3597,"[[0], [2, 1], [2], [1], [1, 3]]","[[2], [1], [2, 1], [1, 1], [1, 1]]"
3598,"[[3], [1, 2], [1], [4], [1, 2]]","[[1, 1], [2, 2], [1, 2], [1, 2], [1, 1]]"
3599,"[[0], [4], [2, 2], [1, 1], [4]]","[[4], [2, 1], [1, 1], [4], [1]]"
3600,"[[1, 3], [2, 2], [5], [1, 3], [2]]","[[4], [2], [1, 3], [5], [4]]"
3601,"[[2, 1], [3], [1, 2], [1, 1], [2]]","[[1], [1, 3], [2], [2], [4]]"
3602,"[[2, 1], [2], [3], [1], [3]]","[[1, 1], [1, 3], [1, 1], [3], [1]]"
3603,"[[3], [1, 1], [1, 3], [5], [1, 1]]","[[3], [1, 2], [4], [1, 3], [2]]"
3604,"[[2], [1, 1], [3], [1, 2], [1, 2]]","[[1, 1], [1], [3], [1, 3], [1, 1, 1]]"
3605,"[[1, 2], [1, 1], [1, 1], [2, 1], [2, 1]]","[[2], [3], [2, 2], [1, 1], [2]]"
3606,"[[1], [2, 2], [4], [2, 2], [2, 2]]","[[1, 2], [4], [1], [5], [4]]"
3607,"[[2], [2], [3], [1], [3]]","[[1], [1], [2, 1], [3], [1, 2]]"
3608,"[[2], [4], [2, 1], [1], [4]]","[[3, 1], [5], [1, 1], [2, 1], [0]]"
3609,"[[1, 1], [1, 1], [3], [1, 3], [1, 1, 1]]","[[3], [3], [3], [2, 1], [2]]"
3610,"[[2, 1], [5], [3], [1, 3], [1]]","[[4], [3], [4], [2, 1], [1, 1]]"
3611,"[[2], [2, 1], [1, 2], [1, 2], [1, 1]]","[[1], [3, 1], [2, 1], [3], [2]]"
3612,"[[2, 1], [1, 3], [1], [2, 1], [1, 1]]","[[2, 2], [1, 1], [1], [3], [1, 2]]"
3613,"[[4], [1, 2], [1], [3], [2, 2]]","[[2, 1], [1, 1], [4], [2, 2], [2]]"
3614,"[[1, 1], [1], [4], [4], [1, 3]]","[[3], [3], [1, 3], [3], [1, 1]]"
3615,"[[1, 1], [0], [2, 1], [1, 2], [1, 2]]","[[1, 2], [1, 1], [0], [1, 2], [3]]"
3616,"[[1], [3], [3], [4], [2]]","[[2, 1], [1, 1], [4], [3], [1]]"
3617,"[[2, 1], [2, 2], [1, 1], [2], [1]]","[[2, 1], [3], [0], [1, 1], [4]]"
3618,"[[1, 2], [1], [3], [2, 2], [3, 1]]","[[1, 3], [3], [3, 1], [1, 1], [2]]"
3619,"[[1], [1, 1], [4], [1, 2], [1, 2]]","[[1, 1], [2, 1], [1], [3], [4]]"
3620,"[[2], [1, 2], [1, 1, 1], [1, 1, 1], [1]]","[[2], [1], [2], [2], [5]]"
3621,"[[2, 1], [3], [2, 2], [1], [1, 1]]","[[1, 1], [1, 1], [2], [2, 1], [4]]"
3622,"[[1, 1], [1], [5], [2, 1], [4]]","[[1, 1, 1], [4], [3], [1, 1], [1, 2]]"
3623,"[[0], [3, 1], [1, 1], [2, 2], [3]]","[[1, 2], [1, 2], [2, 1], [1], [3]]"
3624,"[[1], [3], [1, 1, 1], [1, 2], [3]]","[[3], [1, 1], [2, 1], [1, 1], [3]]"
